table_index,full_table_name,project_name,table_name,description,partitioned,column_count,feature_column_count
1,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_final_2tqhk_reptim_360d_con_feature_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_final_2tqhk_reptim_360d_con_feature_feature,回溯任务29531的特征回溯结果表,True,54,28
2,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_12his_rep_pressure_trend_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_12his_rep_pressure_trend_df_feature,回溯任务29531的特征回溯结果表,True,58,32
3,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_30light_cross_heavy_inner_behaviour_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_30light_cross_heavy_inner_behaviour_df_feature,回溯任务29531的特征回溯结果表,True,352,326
4,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_account_lmt_feature_sample_all_final_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_account_lmt_feature_sample_all_final_df_feature,回溯任务29531的特征回溯结果表,True,396,370
5,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_account_lmt_feature_sample_all_final_jqh_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_account_lmt_feature_sample_all_final_jqh_df_feature,回溯任务29531的特征回溯结果表,True,113,87
6,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_account_lmt_feature_sample_all_final_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_account_lmt_feature_sample_all_final_new_df_feature,回溯任务29531的特征回溯结果表,True,200,174
7,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_continue_ovd_days_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_continue_ovd_days_df_feature,回溯任务29531的特征回溯结果表,True,28,2
8,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_derived_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_derived_df_feature,回溯任务29531的特征回溯结果表,True,141,115
9,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_derived_v2_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_derived_v2_df_feature,回溯任务29531的特征回溯结果表,True,136,110
10,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_df_feature,回溯任务29531的特征回溯结果表,True,162,136
11,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_v2_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_ability_v2_df_feature,回溯任务29531的特征回溯结果表,True,137,111
12,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_derived_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_derived_df_feature,回溯任务29531的特征回溯结果表,True,270,244
13,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_derived_jqh_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_derived_jqh_df_feature,回溯任务29531的特征回溯结果表,True,66,40
14,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_derived_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_derived_new_df_feature,回溯任务29531的特征回溯结果表,True,50,24
15,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_df_feature,回溯任务29531的特征回溯结果表,True,439,413
16,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_jqh_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_jqh_df_feature,回溯任务29531的特征回溯结果表,True,151,125
17,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12his_rep_will_pressure_new_df_feature,回溯任务29531的特征回溯结果表,True,58,32
18,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12payment_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_12payment_info_df_feature,回溯任务29531的特征回溯结果表,True,75,49
19,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_14ftr_rep_pressure_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_14ftr_rep_pressure_df_feature,回溯任务29531的特征回溯结果表,True,135,109
20,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_14ftr_rep_pressure_trend_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_14ftr_rep_pressure_trend_df_feature,回溯任务29531的特征回溯结果表,True,367,341
21,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_16draw_repay_crossed_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_16draw_repay_crossed_df_feature,回溯任务29531的特征回溯结果表,True,428,402
22,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_16draw_repay_crossed_jqh_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_16draw_repay_crossed_jqh_df_feature,回溯任务29531的特征回溯结果表,True,113,87
23,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_16draw_repay_crossed_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_16draw_repay_crossed_new_df_feature,回溯任务29531的特征回溯结果表,True,215,189
24,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_22order_calculate_stage_order_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_22order_calculate_stage_order_info_df_feature,回溯任务29531的特征回溯结果表,True,135,109
25,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_22pip_heavy_cross_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_22pip_heavy_cross_info_df_feature,回溯任务29531的特征回溯结果表,True,176,150
26,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_23changzhai_trend_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_23changzhai_trend_df_feature,回溯任务29531的特征回溯结果表,True,96,70
27,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_25_cross_inner_behaviour_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_25_cross_inner_behaviour_df_feature,回溯任务29531的特征回溯结果表,True,402,376
28,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_26_lending_costs_detail_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_26_lending_costs_detail_df_feature,回溯任务29531的特征回溯结果表,True,270,244
29,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_28lbs_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_28lbs_info_df_feature,回溯任务29531的特征回溯结果表,True,238,212
30,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_31light_credit_trade_cross_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_31light_credit_trade_cross_df_feature,回溯任务29531的特征回溯结果表,True,790,764
31,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_5account_extra_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_5account_extra_df_feature,回溯任务29531的特征回溯结果表,True,37,11
32,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_7fst_9all_10cur_11lst_orders_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_7fst_9all_10cur_11lst_orders_info_df_feature,回溯任务29531的特征回溯结果表,True,381,355
33,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_7fst_9all_10cur_11lst_orders_info_jqh_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_7fst_9all_10cur_11lst_orders_info_jqh_df_feature,回溯任务29531的特征回溯结果表,True,96,70
34,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_7fst_9all_10cur_11lst_orders_info_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_7fst_9all_10cur_11lst_orders_info_new_df_feature,回溯任务29531的特征回溯结果表,True,146,120
35,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_dau_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_dau_feature,回溯任务29531的特征回溯结果表,True,43,17
36,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_device_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_device_df_feature,回溯任务29531的特征回溯结果表,True,37,11
37,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_device_extra_1_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_device_extra_1_df_feature,回溯任务29531的特征回溯结果表,True,35,9
38,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_device_extra_2_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_device_extra_2_df_feature,回溯任务29531的特征回溯结果表,True,37,11
39,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_page_view_n_click_cnt_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_8active_page_view_n_click_cnt_feature,回溯任务29531的特征回溯结果表,True,61,35
40,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_ftr_rep_trend_time_series_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_ftr_rep_trend_time_series_df_feature,回溯任务29531的特征回溯结果表,True,135,109
41,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_his_apply_trend_time_series_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_his_apply_trend_time_series_df_feature,回溯任务29531的特征回溯结果表,True,134,108
42,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_his_rep_trend_time_series_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_his_rep_trend_time_series_df_feature,回溯任务29531的特征回溯结果表,True,332,306
43,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_1_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_1_feature,回溯任务29531的特征回溯结果表,True,344,318
44,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_2_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_2_feature,回溯任务29531的特征回溯结果表,True,314,288
45,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_3_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_3_feature,回溯任务29531的特征回溯结果表,True,260,234
46,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_4_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_rep_apply_summary_4_feature,回溯任务29531的特征回溯结果表,True,695,669
47,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_repayment_deduct_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_repayment_deduct_info_df_feature,回溯任务29531的特征回溯结果表,True,241,215
48,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_used_lmt_trend_time_series_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_final_used_lmt_trend_time_series_df_feature,回溯任务29531的特征回溯结果表,True,122,96
49,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_light_trans_inner_cross_behaviour_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_dz_model_light_trans_inner_cross_behaviour_df_feature,回溯任务29531的特征回溯结果表,True,187,161
50,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_light_order_repay_crossed_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_light_order_repay_crossed_new_df_feature,回溯任务29531的特征回溯结果表,True,116,90
51,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_light_rep_ability_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_light_rep_ability_new_df_feature,回溯任务29531的特征回溯结果表,True,200,174
52,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_light_rep_will_pressure_derived_new_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_dwa_risk_light_rep_will_pressure_derived_new_df_feature,回溯任务29531的特征回溯结果表,True,114,88
53,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_off_dp_dz_inner_behavior_adj_amt_enhanced_aggregation_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_off_dp_dz_inner_behavior_adj_amt_enhanced_aggregation_feature,回溯任务29531的特征回溯结果表,True,30,4
54,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_off_dp_dz_inner_behavior_aval_lmt_enhanced_aggregation_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_off_dp_dz_inner_behavior_aval_lmt_enhanced_aggregation_feature,回溯任务29531的特征回溯结果表,True,46,20
55,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_off_dp_dz_inner_behavior_order_enhanced_aggregation_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_off_dp_dz_inner_behavior_order_enhanced_aggregation_feature,回溯任务29531的特征回溯结果表,True,76,50
56,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_15ai_call_record_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_15ai_call_record_feature,回溯任务29531的特征回溯结果表,True,134,108
57,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_call_info_di_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_call_info_di_feature,回溯任务29531的特征回溯结果表,True,76,50
58,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_call_info_trend_features_di_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_call_info_trend_features_di_feature,回溯任务29531的特征回溯结果表,True,209,183
59,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_notes_di_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_notes_di_feature,回溯任务29531的特征回溯结果表,True,126,100
60,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_notes_trend_features_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_13collection_notes_trend_features_feature,回溯任务29531的特征回溯结果表,True,416,390
61,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_telemarket_call_info_features_di_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dh_model_final_telemarket_call_info_features_di_feature,回溯任务29531的特征回溯结果表,True,57,31
62,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_account_lmt_feature_sample_final_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_account_lmt_feature_sample_final_df_feature,回溯任务29531的特征回溯结果表,True,210,184
63,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info1_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info1_df_feature,回溯任务29531的特征回溯结果表,True,928,902
64,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info2_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info2_df_feature,回溯任务29531的特征回溯结果表,True,889,863
65,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info3_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info3_df_feature,回溯任务29531的特征回溯结果表,True,528,502
66,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info4_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info4_df_feature,回溯任务29531的特征回溯结果表,True,532,506
67,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info5_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info5_df_feature,回溯任务29531的特征回溯结果表,True,527,501
68,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info6_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info6_df_feature,回溯任务29531的特征回溯结果表,True,529,503
69,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info7_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_daily_dcp_trade_feature_info7_df_feature,回溯任务29531的特征回溯结果表,True,448,422
70,ads_app_off_feature.ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_final_order_info_df_feature,ads_app_off_feature,ds29531_backtrack_fj_gcard_model_v6_1_pdm_risk_dz_model_final_order_info_df_feature,回溯任务29531的特征回溯结果表,True,769,743
